MonthYear,Station,Entry_Exit,Trip
2020-04,Westmead Station,Exit,44550
2020-04,Wiley Park Station,Entry,16040
2020-04,Wiley Park Station,Exit,14010
2020-04,Windsor Station,Entry,5710
2020-04,Windsor Station,Exit,5680
2020-04,Wingello Station,Entry,Less than 50
2020-04,Wingello Station,Exit,Less than 50
2020-04,Wirragulla Station,Entry,Less than 50
2020-04,Wirragulla Station,Exit,Less than 50
2020-04,Wolli Creek Station,Entry,67180
2020-04,Wolli Creek Station,Exit,66380
2020-04,Wollongong Station,Entry,9790
2020-04,Wollongong Station,Exit,9650
2020-04,Wollstonecraft Station,Entry,10550
2020-04,Wollstonecraft Station,Exit,10300
2020-04,Wombarra Station,Entry,110
2020-04,Wombarra Station,Exit,120
2020-04,Wondabyne Station,Entry,130
2020-04,Wondabyne Station,Exit,130
2020-04,Woodford Station,Entry,450
2020-04,Woodford Station,Exit,540
2020-04,Woolooware Station,Entry,5750
2020-04,Woolooware Station,Exit,5790
2020-04,Woonona Station,Entry,1100
2020-04,Woonona Station,Exit,840
2020-04,Woy Woy Station,Entry,18840
2020-04,Woy Woy Station,Exit,19550
2020-04,Wyee Station,Entry,1220
2020-04,Wyee Station,Exit,1130
2020-04,Wynyard Station,Entry,245190
2020-04,Wynyard Station,Exit,250180
2020-04,Wyong Station,Entry,7950
2020-04,Wyong Station,Exit,7270
2020-04,Yagoona Station,Entry,13080
2020-04,Yagoona Station,Exit,11530
2020-04,Yennora Station,Entry,13210
2020-04,Yennora Station,Exit,13440
2020-04,Yerrinbool Station,Entry,130
2020-04,Yerrinbool Station,Exit,100
2020-05,Aberdeen Station,Entry,Less than 50
2020-05,Aberdeen Station,Exit,Less than 50
2020-05,Adamstown Station,Entry,1070
2020-05,Adamstown Station,Exit,950
2020-05,Albion Park Station,Entry,2340
2020-05,Albion Park Station,Exit,2000
2020-05,Allawah Station,Entry,31680
2020-05,Allawah Station,Exit,28560
2020-05,Arncliffe Station,Entry,24950
2020-05,Arncliffe Station,Exit,23280
2020-05,Artarmon Station,Entry,39240
2020-05,Artarmon Station,Exit,38530
2020-05,Ashfield Station,Entry,127120
2020-05,Ashfield Station,Exit,126790
2020-05,Asquith Station,Entry,11810
2020-05,Asquith Station,Exit,10530
2020-05,Auburn Station,Entry,224020
2020-05,Auburn Station,Exit,217590
2020-05,Austinmer Station,Entry,910
2020-05,Austinmer Station,Exit,660
2020-05,Awaba Station,Entry,200
2020-05,Awaba Station,Exit,180
2020-05,Banksia Station,Entry,14800
2020-05,Banksia Station,Exit,13670
2020-05,Bankstown Station,Entry,95460
2020-05,Bankstown Station,Exit,101590
2020-05,Bardwell Park Station,Entry,7500
2020-05,Bardwell Park Station,Exit,7040
2020-05,Bargo Station,Entry,680
2020-05,Bargo Station,Exit,600
2020-05,Bathurst Station,Entry,550
2020-05,Bathurst Station,Exit,330
2020-05,Beecroft Station,Entry,9600
2020-05,Beecroft Station,Exit,9480
2020-05,Bell Station,Entry,Less than 50
2020-05,Bell Station,Exit,Less than 50
2020-05,Bella Vista Station,Entry,11230
2020-05,Bella Vista Station,Exit,11040
2020-05,Bellambi Station,Entry,1190
2020-05,Bellambi Station,Exit,1040
2020-05,Belmore Station,Entry,26510
2020-05,Belmore Station,Exit,24090
2020-05,Berala Station,Entry,24730
2020-05,Berala Station,Exit,23840
2020-05,Beresfield Station,Entry,2070
2020-05,Beresfield Station,Exit,1910
2020-05,Berowra Station,Entry,9220
2020-05,Berowra Station,Exit,8850
2020-05,Berry Station,Entry,370
2020-05,Berry Station,Exit,390
2020-05,Beverly Hills Station,Entry,15890
2020-05,Beverly Hills Station,Exit,14390
2020-05,Bexley North Station,Entry,9230
2020-05,Bexley North Station,Exit,8510
2020-05,Birrong Station,Entry,9250
2020-05,Birrong Station,Exit,9120
2020-05,Blackheath Station,Entry,1920
2020-05,Blackheath Station,Exit,1820
2020-05,Blacktown Station,Entry,174960
2020-05,Blacktown Station,Exit,182490
2020-05,Blaxland Station,Entry,3860
2020-05,Blaxland Station,Exit,3590
2020-05,Bomaderry Station,Entry,2400
2020-05,Bomaderry Station,Exit,1990
2020-05,Bombo Station,Entry,320
2020-05,Bombo Station,Exit,270
2020-05,Bondi Junction Station,Entry,218940
2020-05,Bondi Junction Station,Exit,226790
2020-05,Booragul Station,Entry,400
2020-05,Booragul Station,Exit,330
2020-05,Bowral Station,Entry,1690
2020-05,Bowral Station,Exit,1620
2020-05,Branxton Station,Entry,80
2020-05,Branxton Station,Exit,Less than 50
2020-05,Broadmeadow Station,Entry,5170
2020-05,Broadmeadow Station,Exit,4770
2020-05,Bullaburra Station,Entry,600
2020-05,Bullaburra Station,Exit,520
2020-05,Bulli Station,Entry,1870
2020-05,Bulli Station,Exit,1440
2020-05,Bundanoon Station,Entry,140
2020-05,Bundanoon Station,Exit,80
2020-05,Burradoo Station,Entry,140
2020-05,Burradoo Station,Exit,130
2020-05,Burwood Station,Entry,189830
2020-05,Burwood Station,Exit,194080
2020-05,Cabramatta Station,Entry,86690
2020-05,Cabramatta Station,Exit,86080
2020-05,Camellia Station,Entry,1330
2020-05,Camellia Station,Exit,710
2020-05,Campbelltown Station,Entry,57110
2020-05,Campbelltown Station,Exit,57140
2020-05,Campsie Station,Entry,95800
2020-05,Campsie Station,Exit,95960
2020-05,Canley Vale Station,Entry,20880
2020-05,Canley Vale Station,Exit,18250
2020-05,Canterbury Station,Entry,28780
2020-05,Canterbury Station,Exit,26180
2020-05,Cardiff Station,Entry,5240
2020-05,Cardiff Station,Exit,4760
2020-05,Caringbah Station,Entry,25310
2020-05,Caringbah Station,Exit,24740
2020-05,Carlingford Station,Entry,910
2020-05,Carlingford Station,Exit,820
2020-05,Carlton Station,Entry,28460
2020-05,Carlton Station,Exit,26990
2020-05,Carramar Station,Entry,7630
2020-05,Carramar Station,Exit,6720
2020-05,Castle Hill Station,Entry,32170
2020-05,Castle Hill Station,Exit,33610
2020-05,Casula Station,Entry,4930
2020-05,Casula Station,Exit,3980
2020-05,Central Station,Entry,576880
2020-05,Central Station,Exit,573430
2020-05,Chatswood Station,Entry,209900
2020-05,Chatswood Station,Exit,216160
2020-05,Cheltenham Station,Entry,6130
2020-05,Cheltenham Station,Exit,4990
2020-05,Cherrybrook Station,Entry,16380
2020-05,Cherrybrook Station,Exit,15480
2020-05,Chester Hill Station,Entry,11130
2020-05,Chester Hill Station,Exit,10520
2020-05,Circular Quay Station,Entry,113480
2020-05,Circular Quay Station,Exit,107000
2020-05,Clarendon Station,Entry,550
2020-05,Clarendon Station,Exit,540
2020-05,Clyde Station,Entry,14680
2020-05,Clyde Station,Exit,13950
2020-05,Coalcliff Station,Entry,240
2020-05,Coalcliff Station,Exit,310
2020-05,Cockle Creek Station,Entry,400
2020-05,Cockle Creek Station,Exit,280
2020-05,Coledale Station,Entry,410
2020-05,Coledale Station,Exit,260
2020-05,Como Station,Entry,4610
2020-05,Como Station,Exit,4100
2020-05,Concord West Station,Entry,16160
2020-05,Concord West Station,Exit,15770
2020-05,Coniston Station,Entry,2080
2020-05,Coniston Station,Exit,1720
2020-05,Corrimal Station,Entry,1830
2020-05,Corrimal Station,Exit,1550
2020-05,Cowan Station,Entry,900
2020-05,Cowan Station,Exit,1310
2020-05,Cringila Station,Entry,190
2020-05,Cringila Station,Exit,150
2020-05,Cronulla Station,Entry,29490
2020-05,Cronulla Station,Exit,27950
2020-05,Croydon Station,Entry,18650
2020-05,Croydon Station,Exit,16640
2020-05,Dapto Station,Entry,4430
2020-05,Dapto Station,Exit,3940
2020-05,Denistone Station,Entry,3210
2020-05,Denistone Station,Exit,2750
2020-05,Domestic Station,Entry,6330
2020-05,Domestic Station,Exit,5400
2020-05,Doonside Station,Entry,25720
2020-05,Doonside Station,Exit,23690
2020-05,Dora Creek Station,Entry,390
2020-05,Dora Creek Station,Exit,320
2020-05,Douglas Park Station,Entry,230
2020-05,Douglas Park Station,Exit,210
2020-05,Dulwich Hill Station,Entry,22460
2020-05,Dulwich Hill Station,Exit,19950
2020-05,Dundas Station,Entry,1050
2020-05,Dundas Station,Exit,970
2020-05,Dungog Station,Entry,210
2020-05,Dungog Station,Exit,130
2020-05,East Hills Station,Entry,7120
2020-05,East Hills Station,Exit,6490
2020-05,East Maitland Station,Entry,350
2020-05,East Maitland Station,Exit,370
2020-05,East Richmond Station,Entry,1180
2020-05,East Richmond Station,Exit,1240
2020-05,Eastwood Station,Entry,63290
2020-05,Eastwood Station,Exit,63440
2020-05,Edgecliff Station,Entry,79140
2020-05,Edgecliff Station,Exit,79400
2020-05,Edmondson Park Station,Entry,19440
2020-05,Edmondson Park Station,Exit,18990
2020-05,Emu Plains Station,Entry,8050
2020-05,Emu Plains Station,Exit,7570
2020-05,Engadine Station,Entry,10880
2020-05,Engadine Station,Exit,10640
2020-05,Epping Station,Entry,94480
2020-05,Epping Station,Exit,93990
2020-05,Erskineville Station,Entry,22410
2020-05,Erskineville Station,Exit,20550
2020-05,Exeter Station,Entry,60
2020-05,Exeter Station,Exit,Less than 50
2020-05,Fairfield Station,Entry,72640
2020-05,Fairfield Station,Exit,70600
2020-05,Fairy Meadow Station,Entry,1400
2020-05,Fairy Meadow Station,Exit,1100
2020-05,Fassifern Station,Entry,2640
2020-05,Fassifern Station,Exit,2190
2020-05,Faulconbridge Station,Entry,940
2020-05,Faulconbridge Station,Exit,990
2020-05,Flemington Station,Entry,62950
2020-05,Flemington Station,Exit,57400
2020-05,Gerringong Station,Entry,340
2020-05,Gerringong Station,Exit,260
2020-05,Glenbrook Station,Entry,2940
2020-05,Glenbrook Station,Exit,2380
2020-05,Glenfield Station,Entry,49640
2020-05,Glenfield Station,Exit,48130
2020-05,Gordon Station,Entry,42370
2020-05,Gordon Station,Exit,42670
2020-05,Gosford Station,Entry,38240
2020-05,Gosford Station,Exit,36980
2020-05,Goulburn Station,Entry,350
2020-05,Goulburn Station,Exit,280
2020-05,Granville Station,Entry,100720
2020-05,Granville Station,Exit,94240
2020-05,Green Square Station,Entry,88830
2020-05,Green Square Station,Exit,88280
2020-05,Greta Station,Entry,Less than 50
2020-05,Greta Station,Exit,Less than 50
2020-05,Guildford Station,Entry,36170
2020-05,Guildford Station,Exit,32250
2020-05,Gymea Station,Entry,15110
2020-05,Gymea Station,Exit,14000
2020-05,Hamilton Station,Entry,6440
2020-05,Hamilton Station,Exit,5710
2020-05,Harris Park Station,Entry,33020
2020-05,Harris Park Station,Exit,31360
2020-05,Hawkesbury River Station,Entry,2650
2020-05,Hawkesbury River Station,Exit,2180
2020-05,Hazelbrook Station,Entry,2340
2020-05,Hazelbrook Station,Exit,2240
2020-05,Heathcote Station,Entry,4790
2020-05,Heathcote Station,Exit,4980
2020-05,Helensburgh Station,Entry,3550
2020-05,Helensburgh Station,Exit,3390
2020-05,Hexham Station,Entry,220
2020-05,Hexham Station,Exit,220
2020-05,High Street Station,Entry,220
2020-05,High Street Station,Exit,280
2020-05,Hilldale Station,Entry,Less than 50
2020-05,Hilldale Station,Exit,Less than 50
2020-05,Hills Showground Station,Entry,11940
2020-05,Hills Showground Station,Exit,11940
2020-05,Holsworthy Station,Entry,20190
2020-05,Holsworthy Station,Exit,19250
2020-05,Homebush Station,Entry,34490
2020-05,Homebush Station,Exit,31880
2020-05,Hornsby Station,Entry,113500
2020-05,Hornsby Station,Exit,113150
2020-05,Hurlstone Park Station,Entry,9940
2020-05,Hurlstone Park Station,Exit,9150
2020-05,Hurstville Station,Entry,229940
2020-05,Hurstville Station,Exit,233020
2020-05,Ingleburn Station,Entry,33350
2020-05,Ingleburn Station,Exit,33140
2020-05,International Station,Entry,4130
2020-05,International Station,Exit,5810
2020-05,Jannali Station,Entry,17420
2020-05,Jannali Station,Exit,16550
2020-05,Katoomba Station,Entry,8300
2020-05,Katoomba Station,Exit,8060
2020-05,Kellyville Station,Entry,13830
2020-05,Kellyville Station,Exit,14100
2020-05,Kembla Grange Station,Entry,Less than 50
2020-05,Kembla Grange Station,Exit,Less than 50
2020-05,Kiama Station,Entry,3890
2020-05,Kiama Station,Exit,3850
2020-05,Killara Station,Entry,12480
2020-05,Killara Station,Exit,11690
2020-05,Kings Cross Station,Entry,141030
2020-05,Kings Cross Station,Exit,148620
2020-05,Kingsgrove Station,Entry,18730
2020-05,Kingsgrove Station,Exit,18070
2020-05,Kingswood Station,Entry,22210
2020-05,Kingswood Station,Exit,20180
2020-05,Kirrawee Station,Entry,15750
2020-05,Kirrawee Station,Exit,15640
2020-05,Kogarah Station,Entry,123380
2020-05,Kogarah Station,Exit,119620
2020-05,Koolewong Station,Entry,730
2020-05,Koolewong Station,Exit,490
2020-05,Kotara Station,Entry,480
2020-05,Kotara Station,Exit,430
2020-05,Lakemba Station,Entry,44740
2020-05,Lakemba Station,Exit,43100
2020-05,Lapstone Station,Entry,450
2020-05,Lapstone Station,Exit,430
2020-05,Lawson Station,Entry,1510
2020-05,Lawson Station,Exit,1280
2020-05,Leightonfield Station,Entry,2990
2020-05,Leightonfield Station,Exit,3120
2020-05,Leppington Station,Entry,20120
2020-05,Leppington Station,Exit,19170
2020-05,Leumeah Station,Entry,19690
2020-05,Leumeah Station,Exit,18220
2020-05,Leura Station,Entry,2980
2020-05,Leura Station,Exit,2920
2020-05,Lewisham Station,Entry,22440
2020-05,Lewisham Station,Exit,20920
2020-05,Lidcombe Station,Entry,154030
2020-05,Lidcombe Station,Exit,147620
2020-05,Linden Station,Entry,180
2020-05,Linden Station,Exit,180
2020-05,Lindfield Station,Entry,25440
2020-05,Lindfield Station,Exit,25700
2020-05,Lisarow Station,Entry,1340
2020-05,Lisarow Station,Exit,1240
2020-05,Lithgow Station,Entry,1170
2020-05,Lithgow Station,Exit,840
2020-05,Liverpool Station,Entry,102700
2020-05,Liverpool Station,Exit,104080
2020-05,Lochinvar Station,Entry,Less than 50
2020-05,Lochinvar Station,Exit,Less than 50
2020-05,Loftus Station,Entry,2700
2020-05,Loftus Station,Exit,2340
2020-05,Lysaghts Station,Entry,Less than 50
2020-05,Lysaghts Station,Exit,Less than 50
2020-05,Macarthur Station,Entry,22570
2020-05,Macarthur Station,Exit,22860
2020-05,Macdonaldtown Station,Entry,9340
2020-05,Macdonaldtown Station,Exit,9030
2020-05,Macquarie Fields Station,Entry,9520
2020-05,Macquarie Fields Station,Exit,8210
2020-05,Macquarie Park Station,Entry,23350
2020-05,Macquarie Park Station,Exit,23750
2020-05,Macquarie University Station,Entry,57180
2020-05,Macquarie University Station,Exit,58900
2020-05,Maitland Station,Entry,3770
2020-05,Maitland Station,Exit,3510
2020-05,Marayong Station,Entry,11180
2020-05,Marayong Station,Exit,9830
2020-05,Marrickville Station,Entry,36520
2020-05,Marrickville Station,Exit,35020
2020-05,Martin Place Station,Entry,96860
2020-05,Martin Place Station,Exit,106390
2020-05,Martins Creek Station,Entry,Less than 50
2020-05,Martins Creek Station,Exit,Less than 50
2020-05,Marulan Station,Entry,Less than 50
2020-05,Marulan Station,Exit,Less than 50
2020-05,Mascot Station,Entry,132770
2020-05,Mascot Station,Exit,135550
2020-05,Meadowbank Station,Entry,35500
2020-05,Meadowbank Station,Exit,32480
2020-05,Medlow Bath Station,Entry,220
2020-05,Medlow Bath Station,Exit,190
2020-05,Menangle Park Station,Entry,100
2020-05,Menangle Park Station,Exit,110
2020-05,Menangle Station,Entry,90
2020-05,Menangle Station,Exit,110
2020-05,Merrylands Station,Entry,72670
2020-05,Merrylands Station,Exit,70010
2020-05,Metford Station,Entry,780
2020-05,Metford Station,Exit,690
2020-05,Milsons Point Station,Entry,57280
2020-05,Milsons Point Station,Exit,57950
2020-05,Mindaribba Station,Entry,Less than 50
2020-05,Mindaribba Station,Exit,Less than 50
2020-05,Minnamurra Station,Entry,710
2020-05,Minnamurra Station,Exit,650
2020-05,Minto Station,Entry,28700
2020-05,Minto Station,Exit,27680
2020-05,Miranda Station,Entry,41150
2020-05,Miranda Station,Exit,42860
2020-05,Mittagong Station,Entry,1380
2020-05,Mittagong Station,Exit,1340
2020-05,Morisset Station,Entry,5460
2020-05,Morisset Station,Exit,4940
2020-05,Mortdale Station,Entry,33870
2020-05,Mortdale Station,Exit,31910
2020-05,Moss Vale Station,Entry,1600
2020-05,Moss Vale Station,Exit,1420
2020-05,Mount Colah Station,Entry,4260
2020-05,Mount Colah Station,Exit,4050
2020-05,Mount Druitt Station,Entry,74670
2020-05,Mount Druitt Station,Exit,76110
2020-05,Mount Kuring-gai Station,Entry,2410
2020-05,Mount Kuring-gai Station,Exit,2490
2020-05,Mount Victoria Station,Entry,1080
2020-05,Mount Victoria Station,Exit,1060
2020-05,Mulgrave Station,Entry,2580
2020-05,Mulgrave Station,Exit,2500
2020-05,Museum Station,Entry,73410
2020-05,Museum Station,Exit,75000
2020-05,Muswellbrook Station,Entry,270
2020-05,Muswellbrook Station,Exit,190
2020-05,Narara Station,Entry,2310
2020-05,Narara Station,Exit,1800
2020-05,Narwee Station,Entry,14940
2020-05,Narwee Station,Exit,13720
2020-05,Newcastle Interchange,Entry,10980
2020-05,Newcastle Interchange,Exit,10510
2020-05,Newtown Station,Entry,78140
2020-05,Newtown Station,Exit,89020
2020-05,Niagara Park Station,Entry,1100
2020-05,Niagara Park Station,Exit,960
2020-05,Normanhurst Station,Entry,9450
2020-05,Normanhurst Station,Exit,7090
2020-05,North Ryde Station,Entry,22160
2020-05,North Ryde Station,Exit,22940
2020-05,North Strathfield Station,Entry,19990
2020-05,North Strathfield Station,Exit,19130
2020-05,North Sydney Station,Entry,121910
2020-05,North Sydney Station,Exit,126440
2020-05,North Wollongong Station,Entry,7840
2020-05,North Wollongong Station,Exit,7280
2020-05,Norwest Station,Entry,12680
2020-05,Norwest Station,Exit,12430
2020-05,Oak Flats Station,Entry,3620
2020-05,Oak Flats Station,Exit,3220
2020-05,Oatley Station,Entry,13590
2020-05,Oatley Station,Exit,13310
2020-05,Olympic Park Station,Entry,12250
2020-05,Olympic Park Station,Exit,11820
2020-05,Otford Station,Entry,880
2020-05,Otford Station,Exit,980
2020-05,Ourimbah Station,Entry,1510
2020-05,Ourimbah Station,Exit,1350
2020-05,Padstow Station,Entry,21570
2020-05,Padstow Station,Exit,20220
2020-05,Panania Station,Entry,12460
2020-05,Panania Station,Exit,11900
2020-05,Parramatta Station,Entry,352260
2020-05,Parramatta Station,Exit,363880
2020-05,Paterson Station,Entry,60
2020-05,Paterson Station,Exit,Less than 50
2020-05,Pendle Hill Station,Entry,31370
2020-05,Pendle Hill Station,Exit,30300
2020-05,Pennant Hills Station,Entry,13680
2020-05,Pennant Hills Station,Exit,13540
2020-05,Penrith Station,Entry,68080
2020-05,Penrith Station,Exit,71070
2020-05,Penrose Station,Entry,Less than 50
2020-05,Penrose Station,Exit,Less than 50
2020-05,Penshurst Station,Entry,35130
2020-05,Penshurst Station,Exit,30790
2020-05,Petersham Station,Entry,28030
2020-05,Petersham Station,Exit,27590
2020-05,Picton Station,Entry,1330
2020-05,Picton Station,Exit,1220
2020-05,Point Clare Station,Entry,1560
2020-05,Point Clare Station,Exit,1260
2020-05,Port Kembla North Station,Entry,220
2020-05,Port Kembla North Station,Exit,210
2020-05,Port Kembla Station,Entry,1000
2020-05,Port Kembla Station,Exit,850
2020-05,Punchbowl Station,Entry,28070
2020-05,Punchbowl Station,Exit,26970
2020-05,Pymble Station,Entry,14340
2020-05,Pymble Station,Exit,13570
2020-05,Quakers Hill Station,Entry,22830
2020-05,Quakers Hill Station,Exit,20410
2020-05,Redfern Station,Entry,175780
2020-05,Redfern Station,Exit,179450
2020-05,Regents Park Station,Entry,16220
2020-05,Regents Park Station,Exit,16230
2020-05,Revesby Station,Entry,33380
2020-05,Revesby Station,Exit,33080
2020-05,Rhodes Station,Entry,80000
2020-05,Rhodes Station,Exit,78650
2020-05,Richmond Station,Entry,7490
2020-05,Richmond Station,Exit,7260
2020-05,Riverstone Station,Entry,10500
2020-05,Riverstone Station,Exit,9440
2020-05,Riverwood Station,Entry,30780
2020-05,Riverwood Station,Exit,28320
2020-05,Rockdale Station,Entry,124460
2020-05,Rockdale Station,Exit,121590
2020-05,Rooty Hill Station,Entry,30060
2020-05,Rooty Hill Station,Exit,28550
2020-05,Roseville Station,Entry,17820
2020-05,Roseville Station,Exit,17680
2020-05,Rouse Hill Station,Entry,15900
2020-05,Rouse Hill Station,Exit,17110
2020-05,Rydal Station,Entry,Less than 50
2020-05,Rydal Station,Exit,Less than 50
2020-05,Rydalmere Station,Entry,880
2020-05,Rydalmere Station,Exit,590
2020-05,Sandgate Station,Entry,200
2020-05,Sandgate Station,Exit,170
2020-05,Scarborough Station,Entry,290
2020-05,Scarborough Station,Exit,310
2020-05,Schofields Station,Entry,20030
2020-05,Schofields Station,Exit,18830
2020-05,Scone Station,Entry,90
2020-05,Scone Station,Exit,60
2020-05,Sefton Station,Entry,6560
2020-05,Sefton Station,Exit,6070
2020-05,Seven Hills Station,Entry,51340
2020-05,Seven Hills Station,Exit,49350
2020-05,Shellharbour Junction Station,Entry,1150
2020-05,Shellharbour Junction Station,Exit,1020
2020-05,Singleton Station,Entry,270
2020-05,Singleton Station,Exit,250
2020-05,Springwood Station,Entry,7460
2020-05,Springwood Station,Exit,6980
2020-05,St James Station,Entry,57950
2020-05,St James Station,Exit,58170
2020-05,St Leonards Station,Entry,117170
2020-05,St Leonards Station,Exit,119570
2020-05,St Marys Station,Entry,46210
2020-05,St Marys Station,Exit,44960
2020-05,St Peters Station,Entry,27000
2020-05,St Peters Station,Exit,24820
2020-05,Stanmore Station,Entry,24310
2020-05,Stanmore Station,Exit,22580
2020-05,Stanwell Park Station,Entry,750
2020-05,Stanwell Park Station,Exit,740
2020-05,Strathfield Station,Entry,257160
2020-05,Strathfield Station,Exit,253180
2020-05,Summer Hill Station,Entry,29270
2020-05,Summer Hill Station,Exit,27690
2020-05,Sutherland Station,Entry,52110
2020-05,Sutherland Station,Exit,51180
2020-05,Sydenham Station,Entry,76730
2020-05,Sydenham Station,Exit,75140
2020-05,Tahmoor Station,Entry,1550
2020-05,Tahmoor Station,Exit,1350
2020-05,Tallawong Station,Entry,16830
2020-05,Tallawong Station,Exit,16860
2020-05,Tallong Station,Entry,Less than 50
2020-05,Tallong Station,Exit,Less than 50
2020-05,Tarana Station,Entry,Less than 50
2020-05,Tarana Station,Exit,Less than 50
2020-05,Tarro Station,Entry,60
2020-05,Tarro Station,Exit,60
2020-05,Tascott Station,Entry,1210
2020-05,Tascott Station,Exit,890
2020-05,Telarah Station,Entry,1360
2020-05,Telarah Station,Exit,1250
2020-05,Telopea Station,Entry,1240
2020-05,Telopea Station,Exit,1090
2020-05,Tempe Station,Entry,10950
2020-05,Tempe Station,Exit,10810
2020-05,Teralba Station,Entry,370
2020-05,Teralba Station,Exit,350
2020-05,Thirroul Station,Entry,6710
2020-05,Thirroul Station,Exit,6520
2020-05,Thornleigh Station,Entry,11810
2020-05,Thornleigh Station,Exit,11370
2020-05,Thornton Station,Entry,1630
2020-05,Thornton Station,Exit,1420
2020-05,Toongabbie Station,Entry,29220
2020-05,Toongabbie Station,Exit,27250
2020-05,Town Hall Station,Entry,611170
2020-05,Town Hall Station,Exit,598920
2020-05,Towradgi Station,Entry,970
2020-05,Towradgi Station,Exit,760
2020-05,Tuggerah Station,Entry,9850
2020-05,Tuggerah Station,Exit,9720
2020-05,Turramurra Station,Entry,23380
2020-05,Turramurra Station,Exit,23200
2020-05,Turrella Station,Entry,12700
2020-05,Turrella Station,Exit,12220
2020-05,Unanderra Station,Entry,3630
2020-05,Unanderra Station,Exit,3160
2020-05,Valley Heights Station,Entry,490
2020-05,Valley Heights Station,Exit,470
2020-05,Victoria Street Station,Entry,2610
2020-05,Victoria Street Station,Exit,2330
2020-05,Villawood Station,Entry,5800
2020-05,Villawood Station,Exit,5290
2020-05,Vineyard Station,Entry,1120
2020-05,Vineyard Station,Exit,1140
2020-05,Wahroonga Station,Entry,12660
2020-05,Wahroonga Station,Exit,12570
2020-05,Waitara Station,Entry,21910
2020-05,Waitara Station,Exit,20630
2020-05,Wallarobba Station,Entry,Less than 50
2020-05,Wallarobba Station,Exit,Less than 50
2020-05,Warabrook Station,Entry,1270
2020-05,Warabrook Station,Exit,1170
2020-05,Waratah Station,Entry,2100
2020-05,Waratah Station,Exit,1960
2020-05,Warnervale Station,Entry,1710
2020-05,Warnervale Station,Exit,1600
2020-05,Warrawee Station,Entry,5460
2020-05,Warrawee Station,Exit,5040
2020-05,Warrimoo Station,Entry,1240
2020-05,Warrimoo Station,Exit,1150
2020-05,Warwick Farm Station,Entry,25340
2020-05,Warwick Farm Station,Exit,22420
2020-05,Waterfall Station,Entry,2860
2020-05,Waterfall Station,Exit,2930
2020-05,Waverton Station,Entry,16110
2020-05,Waverton Station,Exit,14660
2020-05,Wentworth Falls Station,Entry,2790
2020-05,Wentworth Falls Station,Exit,2500
2020-05,Wentworthville Station,Entry,35400
2020-05,Wentworthville Station,Exit,32960
2020-05,Werrington Station,Entry,11200
2020-05,Werrington Station,Exit,10090
2020-05,West Ryde Station,Entry,38270
2020-05,West Ryde Station,Exit,39410
2020-05,Westmead Station,Entry,64870
2020-05,Westmead Station,Exit,61240
2020-05,Wiley Park Station,Entry,19050
2020-05,Wiley Park Station,Exit,16710
2020-05,Windsor Station,Entry,7840
2020-05,Windsor Station,Exit,7780
2020-05,Wingello Station,Entry,60
2020-05,Wingello Station,Exit,Less than 50
2020-05,Wirragulla Station,Entry,Less than 50
2020-05,Wirragulla Station,Exit,Less than 50
2020-05,Wolli Creek Station,Entry,99950
2020-05,Wolli Creek Station,Exit,98940
2020-05,Wollongong Station,Entry,17550
2020-05,Wollongong Station,Exit,17120
2020-05,Wollstonecraft Station,Entry,16920
2020-05,Wollstonecraft Station,Exit,16180
2020-05,Wombarra Station,Entry,360
2020-05,Wombarra Station,Exit,260
2020-05,Wondabyne Station,Entry,280
2020-05,Wondabyne Station,Exit,300
2020-05,Woodford Station,Entry,720
2020-05,Woodford Station,Exit,1070
2020-05,Woolooware Station,Entry,8540
2020-05,Woolooware Station,Exit,8410
2020-05,Woonona Station,Entry,1610
2020-05,Woonona Station,Exit,1290
2020-05,Woy Woy Station,Entry,30040
2020-05,Woy Woy Station,Exit,31160
2020-05,Wyee Station,Entry,2270
2020-05,Wyee Station,Exit,1950
2020-05,Wynyard Station,Entry,368800
2020-05,Wynyard Station,Exit,377670
2020-05,Wyong Station,Entry,12540
2020-05,Wyong Station,Exit,11560
2020-05,Yagoona Station,Entry,16530
2020-05,Yagoona Station,Exit,15000
2020-05,Yennora Station,Entry,14340
2020-05,Yennora Station,Exit,15050
2020-05,Yerrinbool Station,Entry,220
2020-05,Yerrinbool Station,Exit,170
2020-05,Zig Zag Station,Entry,Less than 50
2020-05,Zig Zag Station,Exit,Less than 50
2020-06,Aberdeen Station,Entry,Less than 50
2020-06,Aberdeen Station,Exit,Less than 50
2020-06,Adamstown Station,Entry,1380
2020-06,Adamstown Station,Exit,1240
2020-06,Albion Park Station,Entry,3520
2020-06,Albion Park Station,Exit,2950
2020-06,Allawah Station,Entry,41320
2020-06,Allawah Station,Exit,36930
2020-06,Arncliffe Station,Entry,31200
2020-06,Arncliffe Station,Exit,28720
2020-06,Artarmon Station,Entry,62680
2020-06,Artarmon Station,Exit,60370
2020-06,Ashfield Station,Entry,169010
2020-06,Ashfield Station,Exit,165660
2020-06,Asquith Station,Entry,19180
2020-06,Asquith Station,Exit,16080
2020-06,Auburn Station,Entry,265350
2020-06,Auburn Station,Exit,255780
2020-06,Austinmer Station,Entry,1660
2020-06,Austinmer Station,Exit,1300
2020-06,Awaba Station,Entry,280
2020-06,Awaba Station,Exit,270
2020-06,Banksia Station,Entry,19140
2020-06,Banksia Station,Exit,18120
2020-06,Bankstown Station,Entry,149120
