MonthYear,Station,Entry_Exit,Trip
2017-03,Bellambi Station,Entry,3450
2017-03,Bellambi Station,Exit,3300
2017-03,Belmore Station,Entry,79100
2017-03,Belmore Station,Exit,74250
2017-03,Berala Station,Entry,49200
2017-03,Berala Station,Exit,46920
2017-03,Beresfield Station,Entry,4720
2017-03,Beresfield Station,Exit,4240
2017-03,Berowra Station,Entry,43090
2017-03,Berowra Station,Exit,39480
2017-03,Berry Station,Entry,2300
2017-03,Berry Station,Exit,2270
2017-03,Beverly Hills Station,Entry,62140
2017-03,Beverly Hills Station,Exit,56120
2017-03,Bexley North Station,Entry,32020
2017-03,Bexley North Station,Exit,29140
2017-03,Birrong Station,Entry,29570
2017-03,Birrong Station,Exit,26620
2017-03,Blackheath Station,Entry,7500
2017-03,Blackheath Station,Exit,7130
2017-03,Blacktown Station,Entry,465800
2017-03,Blacktown Station,Exit,486200
2017-03,Blaxland Station,Entry,20100
2017-03,Blaxland Station,Exit,18460
2017-03,Bomaderry Station,Entry,11460
2017-03,Bomaderry Station,Exit,9830
2017-03,Bombo Station,Entry,810
2017-03,Bombo Station,Exit,660
2017-03,Bondi Junction Station,Entry,791490
2017-03,Bondi Junction Station,Exit,770050
2017-03,Booragul Station,Entry,1320
2017-03,Booragul Station,Exit,1240
2017-03,Bowral Station,Entry,7310
2017-03,Bowral Station,Exit,6370
2017-03,Branxton Station,Entry,110
2017-03,Branxton Station,Exit,100
2017-03,Broadmeadow Station,Entry,25480
2017-03,Broadmeadow Station,Exit,23370
2017-03,Bullaburra Station,Entry,2430
2017-03,Bullaburra Station,Exit,2290
2017-03,Bulli Station,Entry,5830
2017-03,Bulli Station,Exit,5470
2017-03,Bundanoon Station,Entry,430
2017-03,Bundanoon Station,Exit,310
2017-03,Burradoo Station,Entry,380
2017-03,Burradoo Station,Exit,400
2017-03,Burwood Station,Entry,507630
2017-03,Burwood Station,Exit,516200
2017-03,Cabramatta Station,Entry,233760
2017-03,Cabramatta Station,Exit,225100
2017-03,Camellia Station,Entry,1660
2017-03,Camellia Station,Exit,2120
2017-03,Campbelltown Station,Entry,157660
2017-03,Campbelltown Station,Exit,155960
2017-03,Campsie Station,Entry,224300
2017-03,Campsie Station,Exit,219950
2017-03,Canley Vale Station,Entry,69650
2017-03,Canley Vale Station,Exit,62230
2017-03,Canterbury Station,Entry,74940
2017-03,Canterbury Station,Exit,66320
2017-03,Cardiff Station,Entry,18980
2017-03,Cardiff Station,Exit,17730
2017-03,Caringbah Station,Entry,83220
2017-03,Caringbah Station,Exit,78360
2017-03,Carlingford Station,Entry,9560
2017-03,Carlingford Station,Exit,7290
2017-03,Carlton Station,Entry,80390
2017-03,Carlton Station,Exit,74490
2017-03,Carramar Station,Entry,15540
2017-03,Carramar Station,Exit,13360
2017-03,Casula Station,Entry,8950
2017-03,Casula Station,Exit,7840
2017-03,Central Station,Entry,3182640
2017-03,Central Station,Exit,3227920
2017-03,Chatswood Station,Entry,773740
2017-03,Chatswood Station,Exit,811460
2017-03,Cheltenham Station,Entry,36060
2017-03,Cheltenham Station,Exit,31230
2017-03,Chester Hill Station,Entry,29160
2017-03,Chester Hill Station,Exit,26580
2017-03,Circular Quay Station,Entry,846280
2017-03,Circular Quay Station,Exit,840460
2017-03,Civic Station,Entry,1100
2017-03,Civic Station,Exit,480
2017-03,Clarendon Station,Entry,2440
2017-03,Clarendon Station,Exit,2300
2017-03,Clyde Station,Entry,21530
2017-03,Clyde Station,Exit,21800
2017-03,Coalcliff Station,Entry,350
2017-03,Coalcliff Station,Exit,390
2017-03,Cockle Creek Station,Entry,840
2017-03,Cockle Creek Station,Exit,840
2017-03,Coledale Station,Entry,1350
2017-03,Coledale Station,Exit,1200
2017-03,Como Station,Entry,22530
2017-03,Como Station,Exit,19420
2017-03,Concord West Station,Entry,58480
2017-03,Concord West Station,Exit,55180
2017-03,Coniston Station,Entry,7620
2017-03,Coniston Station,Exit,6750
2017-03,Corrimal Station,Entry,5130
2017-03,Corrimal Station,Exit,4520
2017-03,Cowan Station,Entry,1810
2017-03,Cowan Station,Exit,1780
2017-03,Cringila Station,Entry,440
2017-03,Cringila Station,Exit,400
2017-03,Cronulla Station,Entry,79410
2017-03,Cronulla Station,Exit,76920
2017-03,Croydon Station,Entry,60860
2017-03,Croydon Station,Exit,55140
2017-03,Dapto Station,Entry,16280
2017-03,Dapto Station,Exit,15550
2017-03,Denistone Station,Entry,16450
2017-03,Denistone Station,Exit,14480
2017-03,Domestic Station,Entry,246550
2017-03,Domestic Station,Exit,240070
2017-03,Doonside Station,Entry,69750
2017-03,Doonside Station,Exit,61590
2017-03,Dora Creek Station,Entry,1210
2017-03,Dora Creek Station,Exit,1140
2017-03,Douglas Park Station,Entry,820
2017-03,Douglas Park Station,Exit,830
2017-03,Dulwich Hill Station,Entry,77230
2017-03,Dulwich Hill Station,Exit,69420
2017-03,Dundas Station,Entry,5770
2017-03,Dundas Station,Exit,4260
2017-03,Dungog Station,Entry,640
2017-03,Dungog Station,Exit,490
2017-03,East Hills Station,Entry,23070
2017-03,East Hills Station,Exit,20860
2017-03,East Maitland Station,Entry,860
2017-03,East Maitland Station,Exit,960
2017-03,East Richmond Station,Entry,6780
2017-03,East Richmond Station,Exit,9430
2017-03,Eastwood Station,Entry,216610
2017-03,Eastwood Station,Exit,211710
2017-03,Edgecliff Station,Entry,268690
2017-03,Edgecliff Station,Exit,259580
2017-03,Edmondson Park Station,Entry,28450
2017-03,Edmondson Park Station,Exit,26610
2017-03,Emu Plains Station,Entry,40910
2017-03,Emu Plains Station,Exit,38260
2017-03,Engadine Station,Entry,36560
2017-03,Engadine Station,Exit,34690
2017-03,Epping Station,Entry,313740
2017-03,Epping Station,Exit,312880
2017-03,Erskineville Station,Entry,77530
2017-03,Erskineville Station,Exit,69650
2017-03,Exeter Station,Entry,160
2017-03,Exeter Station,Exit,110
2017-03,Fairfield Station,Entry,191360
2017-03,Fairfield Station,Exit,187460
2017-03,Fairy Meadow Station,Entry,3470
2017-03,Fairy Meadow Station,Exit,3620
2017-03,Fassifern Station,Entry,11940
2017-03,Fassifern Station,Exit,10850
2017-03,Faulconbridge Station,Entry,3530
2017-03,Faulconbridge Station,Exit,3370
2017-03,Flemington Station,Entry,126940
2017-03,Flemington Station,Exit,119630
2017-03,Gerringong Station,Entry,1700
2017-03,Gerringong Station,Exit,1480
2017-03,Glenbrook Station,Entry,15500
2017-03,Glenbrook Station,Exit,14000
2017-03,Glenfield Station,Entry,147660
2017-03,Glenfield Station,Exit,140900
2017-03,Gordon Station,Entry,195180
2017-03,Gordon Station,Exit,185680
2017-03,Gosford Station,Entry,145200
2017-03,Gosford Station,Exit,143840
2017-03,Goulburn Station,Entry,1560
2017-03,Goulburn Station,Exit,1250
2017-03,Granville Station,Entry,206100
2017-03,Granville Station,Exit,195280
2017-03,Green Square Station,Entry,271490
2017-03,Green Square Station,Exit,259790
2017-03,Greta Station,Entry,60
2017-03,Greta Station,Exit,Less than 50
2017-03,Guildford Station,Entry,73510
2017-03,Guildford Station,Exit,65830
2017-03,Gymea Station,Entry,63630
2017-03,Gymea Station,Exit,60000
2017-03,Hamilton Station,Entry,48470
2017-03,Hamilton Station,Exit,48600
2017-03,Harris Park Station,Entry,68370
2017-03,Harris Park Station,Exit,63870
2017-03,Hawkesbury River Station,Entry,6750
2017-03,Hawkesbury River Station,Exit,6690
2017-03,Hazelbrook Station,Entry,10690
2017-03,Hazelbrook Station,Exit,9940
2017-03,Heathcote Station,Entry,16740
2017-03,Heathcote Station,Exit,15640
2017-03,Helensburgh Station,Entry,17580
2017-03,Helensburgh Station,Exit,15980
2017-03,Hexham Station,Entry,440
2017-03,Hexham Station,Exit,410
2017-03,High Street Station,Entry,580
2017-03,High Street Station,Exit,550
2017-03,Hilldale Station,Entry,70
2017-03,Hilldale Station,Exit,70
2017-03,Holsworthy Station,Entry,95320
2017-03,Holsworthy Station,Exit,88450
2017-03,Homebush Station,Entry,86300
2017-03,Homebush Station,Exit,84010
2017-03,Hornsby Station,Entry,324350
2017-03,Hornsby Station,Exit,333160
2017-03,Hurlstone Park Station,Entry,39310
2017-03,Hurlstone Park Station,Exit,34000
2017-03,Hurstville Station,Entry,586620
2017-03,Hurstville Station,Exit,600430
2017-03,Ingleburn Station,Entry,91270
2017-03,Ingleburn Station,Exit,91230
2017-03,International Station,Entry,128280
2017-03,International Station,Exit,141780
2017-03,Jannali Station,Entry,72780
2017-03,Jannali Station,Exit,70410
2017-03,Katoomba Station,Entry,39980
2017-03,Katoomba Station,Exit,42380
2017-03,Kembla Grange Station,Entry,60
2017-03,Kembla Grange Station,Exit,70
2017-03,Kiama Station,Entry,14580
2017-03,Kiama Station,Exit,13760
2017-03,Killara Station,Entry,66440
2017-03,Killara Station,Exit,60500
2017-03,Kings Cross Station,Entry,493830
2017-03,Kings Cross Station,Exit,512170
2017-03,Kingsgrove Station,Entry,68420
2017-03,Kingsgrove Station,Exit,65210
2017-03,Kingswood Station,Entry,63040
2017-03,Kingswood Station,Exit,57710
2017-03,Kirrawee Station,Entry,41140
2017-03,Kirrawee Station,Exit,37200
2017-03,Kogarah Station,Entry,324360
2017-03,Kogarah Station,Exit,313000
2017-03,Koolewong Station,Entry,3320
2017-03,Koolewong Station,Exit,2450
2017-03,Kotara Station,Entry,930
2017-03,Kotara Station,Exit,900
2017-03,Lakemba Station,Entry,103940
2017-03,Lakemba Station,Exit,97500
2017-03,Lapstone Station,Entry,4430
2017-03,Lapstone Station,Exit,3900
2017-03,Lawson Station,Entry,5460
2017-03,Lawson Station,Exit,5080
2017-03,Leightonfield Station,Entry,6280
2017-03,Leightonfield Station,Exit,6760
2017-03,Leppington Station,Entry,39270
2017-03,Leppington Station,Exit,36470
2017-03,Leumeah Station,Entry,72300
2017-03,Leumeah Station,Exit,68980
2017-03,Leura Station,Entry,14360
2017-03,Leura Station,Exit,11310
2017-03,Lewisham Station,Entry,74510
2017-03,Lewisham Station,Exit,65580
2017-03,Lidcombe Station,Entry,364990
2017-03,Lidcombe Station,Exit,354220
2017-03,Linden Station,Entry,600
2017-03,Linden Station,Exit,610
2017-03,Lindfield Station,Entry,101380
2017-03,Lindfield Station,Exit,93450
2017-03,Lisarow Station,Entry,5580
2017-03,Lisarow Station,Exit,4780
2017-03,Lithgow Station,Entry,8360
2017-03,Lithgow Station,Exit,7640
2017-03,Liverpool Station,Entry,231370
2017-03,Liverpool Station,Exit,231580
2017-03,Lochinvar Station,Entry,Less than 50
2017-03,Lochinvar Station,Exit,Less than 50
2017-03,Loftus Station,Entry,16200
2017-03,Loftus Station,Exit,14920
2017-03,Lysaghts Station,Entry,Less than 50
2017-03,Lysaghts Station,Exit,Less than 50
2017-03,Macarthur Station,Entry,82640
2017-03,Macarthur Station,Exit,83290
2017-03,Macdonaldtown Station,Entry,41730
2017-03,Macdonaldtown Station,Exit,43640
2017-03,Macquarie Fields Station,Entry,28960
2017-03,Macquarie Fields Station,Exit,24870
2017-03,Macquarie Park Station,Entry,116780
2017-03,Macquarie Park Station,Exit,114640
2017-03,Macquarie University Station,Entry,349570
2017-03,Macquarie University Station,Exit,362860
2017-03,Maitland Station,Entry,11060
2017-03,Maitland Station,Exit,10310
2017-03,Marayong Station,Entry,27090
2017-03,Marayong Station,Exit,24070
2017-03,Marrickville Station,Entry,119680
2017-03,Marrickville Station,Exit,112910
2017-03,Martin Place Station,Entry,600350
2017-03,Martin Place Station,Exit,668400
2017-03,Martins Creek Station,Entry,100
2017-03,Martins Creek Station,Exit,70
2017-03,Marulan Station,Entry,100
2017-03,Marulan Station,Exit,80
2017-03,Mascot Station,Entry,349210
2017-03,Mascot Station,Exit,346340
2017-03,Meadowbank Station,Entry,117060
2017-03,Meadowbank Station,Exit,107750
2017-03,Medlow Bath Station,Entry,1560
2017-03,Medlow Bath Station,Exit,1510
2017-03,Menangle Park Station,Entry,160
2017-03,Menangle Park Station,Exit,220
2017-03,Menangle Station,Entry,360
2017-03,Menangle Station,Exit,450
2017-03,Merrylands Station,Entry,142950
2017-03,Merrylands Station,Exit,136980
2017-03,Metford Station,Entry,2490
2017-03,Metford Station,Exit,2200
2017-03,Milsons Point Station,Entry,236590
2017-03,Milsons Point Station,Exit,237430
2017-03,Mindaribba Station,Entry,Less than 50
2017-03,Mindaribba Station,Exit,Less than 50
2017-03,Minnamurra Station,Entry,3470
2017-03,Minnamurra Station,Exit,3140
2017-03,Minto Station,Entry,90220
2017-03,Minto Station,Exit,85690
2017-03,Miranda Station,Entry,108320
2017-03,Miranda Station,Exit,112800
2017-03,Mittagong Station,Entry,4700
2017-03,Mittagong Station,Exit,4440
2017-03,Morisset Station,Entry,23930
2017-03,Morisset Station,Exit,21480
2017-03,Mortdale Station,Entry,103220
2017-03,Mortdale Station,Exit,94710
2017-03,Moss Vale Station,Entry,5790
2017-03,Moss Vale Station,Exit,5420
2017-03,Mount Colah Station,Entry,14310
2017-03,Mount Colah Station,Exit,12970
2017-03,Mount Druitt Station,Entry,204990
2017-03,Mount Druitt Station,Exit,198120
2017-03,Mount Kuring-gai Station,Entry,6640
2017-03,Mount Kuring-gai Station,Exit,6290
2017-03,Mount Victoria Station,Entry,3020
2017-03,Mount Victoria Station,Exit,2950
2017-03,Mulgrave Station,Entry,9150
2017-03,Mulgrave Station,Exit,8520
2017-03,Museum Station,Entry,356700
2017-03,Museum Station,Exit,381040
2017-03,Muswellbrook Station,Entry,830
2017-03,Muswellbrook Station,Exit,670
2017-03,Narara Station,Entry,10040
2017-03,Narara Station,Exit,8060
2017-03,Narwee Station,Entry,48520
2017-03,Narwee Station,Exit,42920
2017-03,Newcastle Interchange,Entry,560
2017-03,Newcastle Interchange,Exit,200
2017-03,Newcastle Station,Entry,820
2017-03,Newcastle Station,Exit,530
2017-03,Newtown Station,Entry,262760
2017-03,Newtown Station,Exit,283720
2017-03,Niagara Park Station,Entry,3800
2017-03,Niagara Park Station,Exit,3170
2017-03,Normanhurst Station,Entry,47240
2017-03,Normanhurst Station,Exit,38550
2017-03,North Ryde Station,Entry,57800
2017-03,North Ryde Station,Exit,59640
2017-03,North Strathfield Station,Entry,71540
2017-03,North Strathfield Station,Exit,68440
2017-03,North Sydney Station,Entry,805260
2017-03,North Sydney Station,Exit,831550
2017-03,North Wollongong Station,Entry,62340
2017-03,North Wollongong Station,Exit,61590
2017-03,Oak Flats Station,Entry,15140
2017-03,Oak Flats Station,Exit,13070
2017-03,Oatley Station,Entry,59690
2017-03,Oatley Station,Exit,56070
2017-03,Olympic Park Station,Entry,98290
2017-03,Olympic Park Station,Exit,133120
2017-03,Otford Station,Entry,1800
2017-03,Otford Station,Exit,1760
2017-03,Ourimbah Station,Entry,9790
2017-03,Ourimbah Station,Exit,9120
2017-03,Padstow Station,Entry,113130
2017-03,Padstow Station,Exit,105850
2017-03,Panania Station,Entry,41310
2017-03,Panania Station,Exit,37070
2017-03,Parramatta Station,Entry,1021230
2017-03,Parramatta Station,Exit,1068240
2017-03,Paterson Station,Entry,180
2017-03,Paterson Station,Exit,130
2017-03,Pendle Hill Station,Entry,85210
2017-03,Pendle Hill Station,Exit,77610
2017-03,Pennant Hills Station,Entry,90520
2017-03,Pennant Hills Station,Exit,92400
2017-03,Penrith Station,Entry,207650
2017-03,Penrith Station,Exit,210260
2017-03,Penrose Station,Entry,Less than 50
2017-03,Penrose Station,Exit,Less than 50
2017-03,Penshurst Station,Entry,94110
2017-03,Penshurst Station,Exit,83160
2017-03,Petersham Station,Entry,93570
2017-03,Petersham Station,Exit,90140
2017-03,Picton Station,Entry,6020
2017-03,Picton Station,Exit,5090
2017-03,Point Clare Station,Entry,6120
2017-03,Point Clare Station,Exit,5020
2017-03,Port Kembla North Station,Entry,260
2017-03,Port Kembla North Station,Exit,220
2017-03,Port Kembla Station,Entry,1710
2017-03,Port Kembla Station,Exit,1620
2017-03,Punchbowl Station,Entry,78440
2017-03,Punchbowl Station,Exit,72640
2017-03,Pymble Station,Entry,72370
2017-03,Pymble Station,Exit,64170
2017-03,Quakers Hill Station,Entry,95230
2017-03,Quakers Hill Station,Exit,83780
2017-03,Redfern Station,Entry,730900
2017-03,Redfern Station,Exit,782690
2017-03,Regents Park Station,Entry,33130
2017-03,Regents Park Station,Exit,31910
2017-03,Revesby Station,Entry,112040
2017-03,Revesby Station,Exit,107670
2017-03,Rhodes Station,Entry,247210
2017-03,Rhodes Station,Exit,239970
2017-03,Richmond Station,Entry,24780
2017-03,Richmond Station,Exit,21190
2017-03,Riverstone Station,Entry,21090
2017-03,Riverstone Station,Exit,18420
2017-03,Riverwood Station,Entry,116280
2017-03,Riverwood Station,Exit,106810
2017-03,Rockdale Station,Entry,301830
2017-03,Rockdale Station,Exit,289820
2017-03,Rooty Hill Station,Entry,75540
2017-03,Rooty Hill Station,Exit,71500
2017-03,Rosehill Station,Entry,7500
2017-03,Rosehill Station,Exit,6950
2017-03,Roseville Station,Entry,78440
2017-03,Roseville Station,Exit,71400
2017-03,Rydalmere Station,Entry,4300
2017-03,Rydalmere Station,Exit,4990
2017-03,Sandgate Station,Entry,470
2017-03,Sandgate Station,Exit,430
2017-03,Scarborough Station,Entry,440
2017-03,Scarborough Station,Exit,420
2017-03,Schofields Station,Entry,41320
2017-03,Schofields Station,Exit,37520
2017-03,Scone Station,Entry,360
2017-03,Scone Station,Exit,250
2017-03,Sefton Station,Entry,18340
2017-03,Sefton Station,Exit,15130
2017-03,Seven Hills Station,Entry,173680
2017-03,Seven Hills Station,Exit,167090
2017-03,Shellharbour Junction Station,Entry,4680
2017-03,Shellharbour Junction Station,Exit,4920
2017-03,Singleton Station,Entry,1050
2017-03,Singleton Station,Exit,710
2017-03,Springwood Station,Entry,36400
2017-03,Springwood Station,Exit,34560
2017-03,St James Station,Entry,284350
2017-03,St James Station,Exit,293750
2017-03,St Leonards Station,Entry,467590
2017-03,St Leonards Station,Exit,470200
2017-03,St Marys Station,Entry,119590
2017-03,St Marys Station,Exit,115520
2017-03,St Peters Station,Entry,112710
2017-03,St Peters Station,Exit,99540
2017-03,Stanmore Station,Entry,103410
2017-03,Stanmore Station,Exit,91380
2017-03,Stanwell Park Station,Entry,1960
2017-03,Stanwell Park Station,Exit,1950
2017-03,Strathfield Station,Entry,678850
2017-03,Strathfield Station,Exit,664230
2017-03,Summer Hill Station,Entry,102360
2017-03,Summer Hill Station,Exit,93650
2017-03,Sutherland Station,Entry,204580
2017-03,Sutherland Station,Exit,198110
2017-03,Sydenham Station,Entry,178410
2017-03,Sydenham Station,Exit,171440
2017-03,Tahmoor Station,Entry,5110
2017-03,Tahmoor Station,Exit,4800
2017-03,Tallong Station,Entry,70
